stat,sample,category,side,bucket,clusters,events,losing,contracts,rows,mean_c,se_c,t
A,all,Elections,short_yes,4,48,75,42.0,1069607.0699999998,2765.0,12.728406511000328,14.968727986903055,0.8503332094842726
A,confirmation,Elections,short_yes,4,42,65,37.0,1048152.0699999998,2654.0,13.011194638961104,15.355426926854754,0.8473352581429127
A,exploration,Elections,short_yes,4,7,10,6.0,21455.0,111.0,-1.086786296900491,0.39390235291764475,-2.759024638595421
A,all,Entertainment,long_yes,0,239,1322,212.0,3506917.2899999996,26106.0,-1.6270889468282843,0.23293035090083442,-6.985302432833177
A,confirmation,Entertainment,long_yes,0,129,742,111.0,2335631.4000000004,17009.0,-1.2167269801219487,0.3017199394818253,-4.032636961983882
A,exploration,Entertainment,long_yes,0,121,587,112.0,1171285.8900000001,9097.0,-2.445381306522868,0.291004932274682,-8.403229757682086
A,all,Entertainment,long_yes,1,213,905,149.0,1275612.2400000002,20560.0,-5.010193270017539,1.7797843243156877,-2.8150564096826263
A,confirmation,Entertainment,long_yes,1,122,550,88.0,759925.8200000001,13953.0,-6.760907426464335,1.7654741974933035,-3.829513586810707
A,exploration,Entertainment,long_yes,1,100,359,69.0,515686.4199999999,6607.0,-2.4303058824003956,3.7219526437736627,-0.652965288654593
A,all,Entertainment,long_yes,2,223,842,117.0,1303396.8800000001,24740.0,2.330818415032572,4.491345260700305,0.5189577464523722
A,confirmation,Entertainment,long_yes,2,130,508,61.0,776465.5899999999,17236.0,0.2807883476201444,3.570455093926836,0.0786421731217825
